CONTENT,CLASS
"Could you please check out my covers on my channel? I do covers like Adele, Kodaline, Imagine Dragons...and more. Please if you could spare a few minutes,  could you have a listen to one or two of my covers , Feel free to comment and subscribe :) Thank you! ",1
Check out this playlist on YouTube:﻿,1
How are there 2 billion views and theres only 2 million people in the  world!?!?!?!! MULTIPLE ACCOUNTS!!!1111﻿,0
Check my channel please! And listen to the best music ever :P﻿,1
I remember back when this was so popular everyone on our school was shuffling it was crazy﻿,0
Wow dance show﻿,0
Check Out The New Hot Video By Dante B Called Riled Up,1
View 851.247.920<br /><br /> Best youtube Video<br />If Subscribe to My Channel please!<br />Thank you! &lt;3<br /><br />Melhor Vídeo do youtube<br />Se Inscreva no Meu canal por favor!<br />Obrigado! &lt;3<br /><br />Mejor Video youtube<br />Si suscriba a mi canal por favor!<br />Gracias! &lt;3<br /><br />Meilleur vidéo youtube<br />Si vous abonner à Ma Chaîne se il vous plaît!<br />Merci! &lt;3﻿,1
LADIES!!! -----&gt;&gt; If you have a broken heart or you just want to understand guys better you should check out this underground book called The Power of the Pussy on AMAZON. Best book ever for us girls! Oh...and just a warning it&#39;s for 18 and over...lol,1
2:05. Hahahahah ﻿,0
Love this song so much! One of my faves! Xxx﻿,0
She is perfect,0
hey guys look im aware im spamming and it pisses people off but please take a moment to check out my music.  im a young rapper and i love to do it and i just wanna share my music with more people  just click my picture and then see if you like my stuff,1
one of the BEST SONGS in music history﻿,0
i want to be that robot guy...﻿,0
Check me out I'm all about gaming ﻿,1
How old is Katy perry?﻿,0
"Hey Music Fans I really appreciate any of you who will take the time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I don&#39;t have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that you won&#39;t regret!!! Thank u to all the people who just give me a chance! :) ",1
"How is this the most watched Eminem video, it beats not afraid? ﻿",0
"YouTube collaborator&#39;s anyone? subscribe to me, I&#39;ll subscribe back. I also will start uploading more YouTube videos.  <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23LMFAO"">#LMFAO</a>﻿",1
Like my page please...  https://m.facebook.com/Dreaddis?ref=m_notif¬if_t=fbpage_fan_invite&amp;actorid=1442646731  ﻿,1
SUBSCRIBE ME AND I REQUITE,1
"And after the video ends, a 13 ft. boa constrictor squeezes her to death.﻿",0
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  The cook officiates the tax. The walk judges the amount. Why does the ink train the valuable increase?",1
You should check my channel for Funny VIDEOS!!﻿,1
Get free gift cards and pay pal money!﻿,1
If you looking for new music to listen to check out cece song called  dead2me on iTunes music video out now right here on youtube.﻿,1
"Rihana, Love Me. :(﻿",0
Check out this video on YouTube:﻿,1
Shakira :-*,0
Katy Perry is lion﻿,0
Check out this video on YouTube:﻿,1
Awesome ﻿,0
Charlie got off the island and dated Megan Fox? b-but what about claire?﻿,0
Hey guys subscribe to my chanel and i will subscribe back and like all your vids :)<br /><br />﻿,1
:),0
Katy has a voice of an Angel﻿,0
I love her green eyes﻿,0
I love this song﻿,0
i love you katy perry because you will sing nice than shakira﻿,0
"I can't comprehend why this video has nearly 700,000,000 views. Some people  found 'Gangnam Style' funny so that explains its high view count but this  is just an awful pop song. I really have no clue on this one.﻿",0
"I believe that soccer promotes terrorism. Bad choice, Shakira.﻿",0
imagine if this guy put adsense on with all these views... u could pay ur  morgage﻿,0
Are those real animals﻿,0
Check out this video on YouTube:﻿,1
"see it all, human folly right?﻿",0
Check out this video on YouTube:﻿,1
Can you check my videos please? Don't hate me :( Give me one oportunity﻿,1
Thank you. Please give your email. ﻿,1
OPPA GANGNAM STYLE!!!﻿,0
Subscribe ME!﻿,1
EMINEM&lt;3 <br />the best rapper ever&lt;3﻿,0
More... http://www.sunfrogshirts.com/Sunglass-World.html?24398﻿,1
subscribe to my channel  /watch?v=NxK32i0HkDs,1
prehistoric song..has been﻿,0
"I love this-the talents of eminem and Skylar,works well together﻿",0
this comment is wrong﻿,0
Check out this video on YouTube:﻿,1
Sub to my channel visuelgamingzNL I sub back﻿,1
shuffle!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
Hi I am from bangladesh 💜﻿,0
http://www.avaaz.org/po/petition/Youtube_Corporation_Fox_Broadcasting_Company_Anular_os_strikes_no_Canal_Nostalgia/?cXPZpgb ﻿,1
Love it!!!!!!!!!!!!!!!!💜﻿,0
Almost a billion﻿,0
Imagine this in the news crazy woman found acting like a tiger and bit jims  ear off﻿,0
ALL SCHOOL DROP OUTS I KNEW AS FRIENDS BEFORE THEY DECIDED TO DROP SCHOOL THINK THERE IS NO NEED FOR AN ID CARD OR A CERTIFICATION TO PROVE YOU ARE AN EDUCATED CLEAN IN CRIMINAL RECORD TALENTED PERSON TO WORK IN ANY ENTERTAINMENT FIELD WORLDWIDE. THEY THINK THEY COULD BE RICH ENTERTAINERS BY CONSOLIDATING WITH ACTORS / ACTRESSES AS WELL AS SINGERS FOR A SHARE OF PROFIT(S).﻿,1
Check out my channel im 15 year old rapper!,1
Hey come check us out were new on youtube let us know what you think and  don't forget to subscribe thanks.﻿,1
Check out this video on YouTube:﻿,1
Check out this playlist on YouTube:﻿,1
I always have goose bumps at that part,0
Subscribe if you are watching in 2015﻿,1
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the fragile swim enlist the person? How does the ice audit the frequent son? The fantastic chance describes the rate.",1
"How do you forget you have a choice, and what the fuck, surviving a plane  crash has a 1/1000 chance of happening.﻿",0
Why sooooo many downs?﻿,0
Please visit this Website: oldchat.tk,1
Go check out eminem survival.,1
Check out this video on YouTube:﻿,1
http://www.mediafire.com/download/yvovhafsv5qzzqo/Video.rar    download and  make money today ﻿,1
good music﻿,0
"  Haha , Miley Cyrus has done it once again  Today someone leeched a porno video with her on a celeb site   I believe the website link is : miley-celeb-news.co.uk in case you want to view it.... ",1
subscribe please ﻿,1
Love it,0
wtf. subscribe my channel thanx ;),1
gofundme.com/grwmps﻿,1
OMG I LOVE YOU KATY PARRY YOUR SONGS ROCK!!!!!!!!!!!!!!!!! THATS A TOTAL  SUBSCRIBE﻿,0
SUBSCRIBE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,1
"Hey? Everyone Please take a moment to read this. I work my ass off hoping to make it into the music industry but its hard to? get people to hear you when you don’t have money for advertisements and exposure I am a Young Artist who has dreams and goals like everybody else Please take 30 seconds and visit my channel You don’t have to like? me, just give me a chance to prove my talent Also, please take just 1 second of your life and Thumb this comment up it would be Super Helpful.",1
EHI GUYS CAN YOU SUBSCRIBE IN MY CHANNEL? I AM A NEW YOUTUBER AND I PLAY  MINECRAFT THANKS GUYS!... SUBSCRIBE!﻿,1
this song is fu cking awesom!!!!!!!﻿,0
"Still amazing this song!! I did a French Kpop Parody. Please come on my Channel to watch it. Share, suscribe, comment Thanks",1
Is that tiger called 'Katty Purry'?﻿,0
HUH HYUCK HYUCK IM SPECIAL WHO&#39;S WATCHING THIS IN 2015 IM FROM AUSTRALIA OR SOMETHING GIVE ME ATTENTION PLEASE IM JUST A RAPPER WITH A DREAM IM GONNA SHARE THIS ON GOOGLE PLUS BECAUSE IM SO COOL.﻿,1
Follow 4 Follow                           @ VaahidMustafic Like 4 Like ﻿,1
I love katty perry﻿,0
https://www.facebook.com/SchoolGeniusNITS/photos/ms.c.eJw9kVkOxDAMQm808h5z~;4sNjqP~_tHqBEuM69AQUp1Ih~_fPHgk5zLLsVdQv0ZUf0MB~;LnUJ~;ufTH4YoKfRxYts2zvrrp6qGtw67y~;L551h~;f7~_vlcZzRG8vGCTlPSD9ONGeWhj8~_GIbu~;S3lzMvY~;IQ2~;TwSfzz9WHn7JUSvHufpglQRZczl05fNPhaGeVb3x8yDmC6X~_~;jTcjnMho~;vfXWCjZyvWObihrnGx2ocjnG2PG1EvHXzyjD~_o3h~_RY6f57sPrnD2xV~;~_BzszZ~;8~-.bps.a.390875584405933/391725794320912/?type=1&amp;theater ﻿,1
BEAUTIFUL,0
PSY is a good guy﻿,0
I love KATY PERRY &lt;3 &lt;3﻿,0
Check out my remix to Tyga&#39;s - Molly ft. Whiz Khalifa Peace and love,1
She&#39;s such an awesome entertainer. And pretty too! &lt;3 Shakira!﻿,0
Check out my channel for funny skits! Thanks!,1
Who&#39;s watching in 2015 Subscribe for me !﻿,1
SUBSCRIBE MY CHANNEL,1
Check out this video on YouTu﻿,1
awesome﻿,0
https://soundcloud.com/jackal-and-james/wrap-up-the-night﻿,1
Subscribe to me plz plz plz plz plz plZ ﻿,1
Check out this playlist on YouTube:hbbhhhgh﻿,1
want a sub? tell me about your channel and i will subscribe (with a couple exceptions)﻿,1
"Hahah, juyk! I allways laugh at the part 1:57.. LOL!﻿",0
2015!! LLIKEE!!﻿,0
"Its funny that Mahogany is there lmao, I actually didn&#39;t know that her brother and uncle are part of LMFAO﻿",0
The TREU DETECTIVE alternate ending! __ http://www.funnyordie.com/videos/d15fb87973/true-defectives﻿,1
"Hello to everyone! Please check out my video: /watch?v=2b4WyWpHi8c It takes just 2 minutes, hope I don&#39;t ask too much. If you can&#39;t help me just Like &amp; Share the video please, so more people will see it. Thumbs UP, it would mean so much to me, maybe will make my dream come true. Thanks to everyone, GOD BLESS YOU ALL!",1
subscribers please`﻿,1
Wats Good Go Check Out My Music On Da Channel Ik Yall Got me,1
subscribe to my chanell﻿,1
Let get this video to one billion views﻿,0
please look up DHG SONGS this is my playlist with a bunch of amazing songs ﻿,1
2010? The time past so fast ..﻿,0
Justin bieber = gay ﻿,0
She's awesome XD﻿,0
Recommend:  Apple iPad 4th Gen 32GB Unlocked Wi-Fi+4G 9.7in White Price:$390  Apple iPhone 5 (Latest Model) - 32GB - Black Price:$385  Samsung Galaxy S4 S IV 4 with 16GB New White Price:$360  Sony 60-inch 3D LED HDTV Price:$510  All-in-One PCs: Apple MacBook Pro: Apple MacBook Air Price:$320  Camera :Nikon D90 SLR Camera /18-55mm /55-200mm 32GB  Price:$390   Ultrabooks: SONY VAIO Pro 13 Intel Core i5 4GB 128GB Price:$515  +++++++++++++++    Purchase online Website is:  Taaee.com,1
"She is good. Does she make any more music? If she doesn't, she should!﻿",0
I Know Y&#39;all Can Check Out Amy Music Because Yall Got Me Go To Da Channel,1
Hello I&#39;m from Bulgaria﻿,0
https://www.facebook.com/photo.php?fbid=313454548839369&amp;set=a.207230212795137.1073741825.100005244783212&amp;type=1&amp;theater  1111111111111111111﻿,1
OMG LOVE THIS!,0
Omg﻿,0
Thumbs up if your watching in 2015﻿,1
watch?v=ARkglzjQuP0 Like this comment and share this video so Em can win!!! #YTMA,1
this song is racist,0
i love this song thumsb up to you﻿,0
It is 0 zero﻿,0
this has so many views﻿,0
"WHATS UP EVERYONE!? :-) I Trying To Showcase My Talent To The World! I Have Over 3000 SUBSCRIBERS! I PROMISE! I Dont Suck! Please Spread My Covers Around, SUBSCRIBE &amp; Share! Thanks so much for all your support! Lucas Trigo -Stay Awesome! ﻿",1
Check out this video on YouTube:﻿,1
XD I WAS GOING CRAZY FUCKIN CRAZY WATCHIN THIS BRAH﻿,0
Take a look at this video on YouTub<br />You﻿,1
Check out this playlist on YouTube:m﻿,1
"Haha, I can&#39;t believe how many kids listen to Eminem.  You kids know that he does drugs and ends high in jail. I wonder why he never ended OD. ﻿",0
Wow she is sexy XD﻿,0
Every single one of his songs brings me back to place I can never go back to and it hurts so bad inside﻿,0
PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS,1
Man she is BEAUTIFUL!﻿,0
Check out this video on YouTube﻿,1
LOVE IT!!!!!!!﻿,0
every bady yust have a good time﻿,0
That guy charley of lost TV show﻿,0
"Hey guys go to check my video name ""growtopia my story""﻿",1
I still to this day wonder why this video is so popular ?? illuminati  confirmed ??﻿,0
check out mah girl it duh shit yo﻿,1
I agree they are just damn spammers. They suck. Im trying to do the same and get known. I know the feeling. I will help you out and leave likes and comments on your page. I hope you could do the same and maybe subscribe to me that would be awesome thanks,1
EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,1
Eminem is idol for very people in España and Mexico or Latinoamerica﻿,0
i&#39;m watching this on summer 2015﻿,0
What is he saying?!?!?!?!?!?!?!?$? ﻿,0
Check out this playlist on YouTube:﻿,1
For all you ladies out there......  Check out this link!  You&#39;ll find the hottest hairstyles and the latest trends for women!  Go to this site and you&#39;ll upgrade your hairstyles and fashion senses to a higher level!  Don&#39;t get left behind!     ---&gt;   goo.gl\BxrOSR,1
Like if you came here too see how many views this song has.﻿,0
" I really can&#39;t comprehend Miley Cyrus , she actually is a high profile and she tapes herself banging Today a video was leeched with her sucking and fucking The video has been posted at the celebrity website under :  miley-celeb-news.co.uk ",1
los invito a subscribirse a mi canal ﻿,1
2 Billions in 2014,0
I lover this song,0
http://flipagram.com/f/LUkA1QMrhF﻿,1
Whose who are watching this in 2015.  LIKE!﻿,0
Nice song ^_^,0
Why does a song like this have more views than Michael Jackson SMH﻿,0
sub me if you dont like the song﻿,1
Eminem best rapper all the time﻿,0
"This song is special, because is a song for Africa  and I am an African ﻿",0
"how can there be 2.124.821.694 views, when im the only person alive after  the zombie apocalypse - greetings, spoderman :)﻿",0
katy is mine the girl of my dreams ♥﻿,0
It is a shit﻿,0
please suscribe i am bored of 5 subscribers try to get it to 20!﻿,1
